feature_value,shap_value
13.0,-0.23361616
17.0,-0.07905101
22.0,-0.11503147
31.0,-0.033230957
22.0,-0.016598808
12.0,-0.09539568
69.0,0.44683874
5.0,0.5371719
16.0,0.049339656
12.0,-0.21367398
19.0,-0.11743708
22.0,-0.16342485
30.0,0.019280126
22.0,0.04987478
32.0,0.30152768
25.0,-0.061393637
14.0,-0.21475855
17.0,0.09997754
24.0,-0.07918281
13.0,-0.14469483
25.0,-0.06534731
17.0,0.0596097
33.0,0.09390187
17.0,-0.1018397
35.0,0.16236739
16.0,-0.13688849
15.0,-0.15207797
12.0,-0.032686178
37.0,0.28096113
22.0,-0.045051754
16.0,-0.029454578
10.0,-0.8082676
17.0,-0.048858665
12.0,-0.06273025
7.0,-0.398251
20.0,-0.112033315
22.0,-0.09782349
16.0,-0.12120207
13.0,-0.17388183
14.0,-0.23851773
89.0,0.5384656
28.0,0.048694205
26.0,-0.25706413
27.0,0.08047134
12.0,-0.1543542
13.0,-0.24684893
36.0,0.18799283
17.0,0.050485678
17.0,-0.00070937094
12.0,0.019436885
23.0,-0.08897056
27.0,-0.00631218
22.0,-0.13995418
22.0,-0.05883184
13.0,-0.044341363
14.0,-0.28979874
43.0,0.2516779
27.0,-0.049623594
7.0,-0.63577425
17.0,-0.10707894
17.0,0.12369478
9.0,-0.6029718
25.0,-0.11679609
28.0,-0.07498163
22.0,-0.13455012
22.0,-0.055901755
13.0,-0.2929345
90.0,0.35684633
32.0,0.3541338
26.0,-0.16712607
10.0,-0.66817415
22.0,-0.118106075
22.0,-0.02312581
12.0,-0.13942324
9.0,-0.44294822
12.0,-0.16713
17.0,0.04701472
13.0,-0.18926129
22.0,-0.15143913
22.0,-0.11160409
22.0,-0.1286322
32.0,0.24606016
16.0,0.06875471
22.0,-0.12710924
7.0,-0.58224446
16.0,-0.012793805
15.0,-0.12851776
17.0,0.1918141
45.0,0.39368388
14.0,-0.1623387
7.0,-0.514941
33.0,0.12005512
12.0,-0.06573979
27.0,-0.106263384
17.0,0.061923865
18.0,-0.015469962
65.0,0.1377581
14.0,-0.24940105
17.0,0.08192795
21.0,-0.17748986
20.0,-0.061660413
12.0,0.022601565
34.0,0.51008046
25.0,-0.0227008
13.0,-0.003830194
7.0,-0.48036844
22.0,-0.08848016
26.0,-0.24104089
85.0,0.37632176
13.0,-0.08534138
13.0,-0.2700301
21.0,-0.1658328
27.0,-0.07029812
69.0,0.24698669
86.0,0.27745557
22.0,-0.024524467
20.0,-0.12216192
42.0,0.13958126
14.0,-0.29109097
37.0,0.2303062
13.0,-0.14810768
9.0,-0.478018
27.0,-0.096995786
17.0,-0.05105198
99.0,0.7242145
22.0,-0.053288672
21.0,-0.13591905
12.0,0.0023883171
7.0,-0.7025355
13.0,-0.021386502
24.0,-0.09316685
22.0,-0.10156735
12.0,-0.06365931
17.0,0.078642696
32.0,0.10406621
40.0,0.16965789
23.0,-0.073567376
17.0,-0.103609085
28.0,-0.006191182
13.0,-0.11265479
7.0,-0.40354526
7.0,-0.42165506
12.0,-0.1331125
26.0,-0.2047517
7.0,-0.2879059
13.0,-0.24302563
36.0,0.2497999
17.0,-0.13021794
34.0,0.07529242
15.0,-0.15996665
10.0,-0.74036765
12.0,-0.19606048
22.0,-0.15414177
22.0,-0.13175361
16.0,0.17164545
64.0,0.069635555
9.0,-0.5131304
15.0,-0.030825458
12.0,0.11254323
17.0,0.030757958
17.0,0.13015398
22.0,-0.13812429
16.0,0.09071725
19.0,-0.07284406
13.0,-0.21556965
10.0,-0.5443012
18.0,0.04836165
64.0,0.13267823
14.0,-0.17000183
13.0,-0.19773409
35.0,0.058665305
17.0,0.16185449
7.0,-0.3796633
21.0,0.017990265
17.0,0.13887613
17.0,-0.07140185
17.0,-0.15665962
10.0,-0.49925816
18.0,0.0016195886
17.0,0.17735298
17.0,0.081464104
12.0,-0.14940315
17.0,-0.08937779
13.0,-0.08588776
16.0,0.12692483
16.0,0.1701354
27.0,-0.03668868
14.0,-0.26987606
17.0,-0.1092214
12.0,-0.16769603
14.0,-0.01912707
24.0,-0.107812256
36.0,0.1814709
12.0,-0.001747869
22.0,-0.164558
26.0,-0.09827402
21.0,-0.17306288
16.0,-0.03702087
17.0,-0.036047563
28.0,0.13024907
10.0,-0.52614635
26.0,-0.091724716
17.0,-0.017951626
37.0,0.14752169
18.0,0.111372754
17.0,0.051345754
13.0,-0.013131719
33.0,0.11800439
8.0,-0.55503696
3.0,0.20148271
23.0,-0.14630717
4.0,0.5442116
13.0,-0.13163619
13.0,-0.16286135
27.0,0.018692506
18.0,0.09779309
42.0,0.11509935
31.0,0.048526157
7.0,-0.54500467
53.0,0.11197618
27.0,0.024751924
26.0,-0.15997317
27.0,-0.09674434
28.0,0.22069815
34.0,0.37818933
13.0,-0.2074295
12.0,-0.36100894
16.0,-0.1881677
21.0,-0.09738909
22.0,-0.039128482
