feature_value,shap_value
188.2998176949356,-0.30110592
187.2485477506866,0.020640759
189.7240479988971,-0.13989772
187.2485477506866,-0.0917807
278.6082817937599,0.14397413
116.188178371516,0.17801811
186.0630269224294,0.029918265
278.6082817937599,0.2621275
188.2998176949356,-0.00829716
195.451468548024,-0.22671759
187.2485477506866,0.08089857
188.2998176949356,-0.19772974
106.952771334059,0.100901365
195.451468548024,-0.14070025
109.4626129590327,0.108314306
187.2485477506866,0.23197721
107.1539686726064,-0.013700268
112.5992859239952,0.15534775
110.056913956187,0.045483932
106.4164738578715,0.0014522788
106.952771334059,0.072104104
107.5853159867198,0.07844019
106.9991289866339,-0.07804866
109.4626129590327,0.05265308
107.1539686726064,0.06677925
195.451468548024,-0.18101019
106.9552834807568,0.15656196
193.1126855299547,-0.32586196
189.7240479988971,-0.20699123
189.7240479988971,-0.10403515
186.0630269224294,0.15740176
107.5853159867198,0.18129012
187.614026870642,0.08945466
109.4626129590327,0.1773456
189.7240479988971,-0.3528865
186.0630269224294,-0.0516794
105.8683632534452,-0.18963261
106.4164738578715,-0.12735142
109.4626129590327,0.114434734
106.0727756400072,-0.009806098
188.2998176949356,-0.23886043
187.2485477506866,0.17787638
197.3488026935816,-0.12755758
186.0630269224294,0.15696321
107.5199760489703,0.039003637
187.419098055674,0.16366209
187.0125888573417,0.16162021
109.8196341639771,0.016260315
187.2485477506866,0.018295586
193.1126855299547,-0.41590634
108.419481966606,0.14302574
106.4164738578715,0.12565807
115.3254069712001,0.07839351
105.7712870257849,-0.102000356
186.0630269224294,-0.032222778
191.0414887439485,-0.2868638
277.1405325149242,-0.17006627
186.0630269224294,-0.04404872
195.451468548024,-0.12191945
188.783576376697,-0.03595907
195.451468548024,-0.10282206
191.0414887439485,-0.25607914
193.1126855299547,-0.16573986
106.952771334059,0.16556194
107.5853159867198,0.14976491
274.2758623545001,-0.26803476
195.451468548024,-0.21339104
107.1539686726064,0.080875
275.8490294326924,-0.16103376
107.9804068082134,0.027778883
195.451468548024,-0.1279087
105.6399328150921,-0.1749177
278.6082817937599,0.15815984
196.9700178190189,-0.18449527
191.0414887439485,-0.40039983
106.0727756400072,-0.038933314
193.1126855299547,-0.09192624
195.2049422402298,-0.2998583
186.0630269224294,0.14753596
195.451468548024,-0.33984205
109.8196341639771,0.011786258
187.2485477506866,0.09498308
107.4101180895406,0.0004510635
188.2998176949356,-0.268292
109.4626129590327,0.106900536
276.9039954584068,-0.015404298
116.6010685283568,0.037047356
186.0630269224294,0.045753457
187.2485477506866,0.040266003
197.3488026935816,-0.1947113
188.2998176949356,-0.20525967
105.7712870257849,-0.19794421
107.5853159867198,0.06250477
116.6010685283568,-0.0001756284
278.6082817937599,0.011821019
110.056913956187,0.2027956
105.8683632534452,0.07871623
108.1592269976745,0.109811105
193.1126855299547,-0.36801633
188.2998176949356,-0.25729096
109.8196341639771,0.11800085
107.5853159867198,0.06366184
193.1126855299547,-0.3579049
106.952771334059,-0.05094535
107.1539686726064,0.049356624
106.577636016138,0.034355067
195.451468548024,-0.27058548
197.3488026935816,-0.050667148
195.451468548024,-0.22671759
195.2049422402298,-0.17489214
111.2653495585551,0.08064397
106.0727756400072,-0.20682804
112.5992859239952,0.09987813
106.4164738578715,-0.010009916
