public_building_id,SHAP_Projected_Area,SHAP_Height,SHAP_Plot_Ratio,SHAP_Effective_Age,SHAP_Mean_Age_Score,SHAP_Pop_Density,SHAP_Price,SHAP_Fee,SHAP_EUI,base_value
SHB_e92ee5b07ca82036,-1.8831116,-0.23485734,-0.19565599,-0.18061018,-0.27578002,-0.22340095,-0.19682716,-0.4196807,-0.21764399,-3.9755917
SHB_0ff37b382bfd5eb5,-2.2000585,-0.25580466,-0.15766396,0.085619584,-1.0169894,0.034894034,0.042436924,-0.14649382,0.0672805,-3.9755917
SHB_b9b94dc333216e01,0.67074317,-0.10441185,-0.013870653,0.107410625,-0.071673386,0.015448714,-0.26629692,0.0040149707,0.0061966204,-3.9755917
SHB_6e95fb45797d7e01,-1.9874938,-0.18287008,-0.0199869,-0.16982307,-0.014494122,-0.4363704,-0.20468149,-0.4156569,-0.13090236,-3.9755917
SHB_852e2e349db2f172,0.79731286,-0.21131773,-0.6151255,-0.34613436,-0.100666374,0.005737784,-0.04586006,0.24526511,-0.15175878,-3.9755917
SHB_9726927718a24510,0.11915058,0.5026498,-0.12881687,-0.14195445,-0.75151396,0.2879784,0.21943961,0.14240286,0.0404593,-3.9755917
SHB_928844d16423983c,-0.056107033,-0.029971197,-0.17726687,-0.070049606,-0.2278709,-0.9333651,0.13565907,-0.12233555,0.10852322,-3.9755917
SHB_d4601c0eb4bde506,-0.0019851103,0.38801643,0.041114498,-0.5536378,0.08598117,0.032589927,-0.40887216,0.058078326,0.09593865,-3.9755917
SHB_c1b0d70f20710eea,-1.781373,-0.18857062,-0.035161465,-0.10970125,-1.2271035,0.10865557,0.0041629826,0.060247347,0.020893848,-3.9755917
SHB_6deabdb28cf2089e,0.14060433,-0.20220438,-0.4554137,-0.61193216,-0.09744749,-0.028451378,-0.24031188,0.10107399,-0.18990798,-3.9755917
SHB_02cd8ef121537009,-1.490664,0.5360896,-0.11731876,-0.053194284,-0.7109336,0.064226836,0.021789212,-0.023477564,0.08320496,-3.9755917
SHB_5bf550ba0141c697,-1.2930363,0.31526622,-0.15336746,-0.043598436,-0.5173334,-0.63016194,-0.5804058,0.0008919593,0.11632868,-3.9755917
SHB_b96c1493c0cca71b,0.3241243,-0.18980686,-0.069217585,0.18507841,0.101473376,-0.0051581217,0.23419647,0.03422618,-0.16841999,-3.9755917
SHB_f4cc78cb40e95716,-2.222257,-0.3108059,-0.17104453,-0.21534976,-0.8283264,-0.3338417,-0.14395079,0.26350996,-0.28770795,-3.9755917
SHB_7231d6826ed9fe05,-2.2361736,-0.18035254,-0.1453418,-0.071446344,-0.30857483,0.08110419,-0.030383477,-0.1772254,0.28724858,-3.9755917
SHB_b71af8e64b463f5a,0.4323856,-0.28493476,0.11396259,0.4580626,-0.018571341,0.49061316,0.9748839,0.13333103,0.30658063,-3.9755917
SHB_17955b7e778bc253,0.5473985,-0.22220217,-0.49107686,-0.013975057,0.015661228,0.034617092,-0.06131,0.088147245,-0.36730218,-3.9755917
SHB_3fd02335fc25cb9c,0.5051912,0.60544246,-0.5701342,-0.19174895,0.27440542,0.26782525,0.18317199,0.09528377,0.0034458183,-3.9755917
SHB_eaa53ca5e3deecf5,-1.9765011,-0.16318977,-0.12558566,-0.10467771,-0.14207144,-0.088691674,-0.4302149,0.16110578,0.06833776,-3.9755917
SHB_9dec70a8a8cbbf35,-2.1267822,-0.15503302,-0.12806869,-0.15085341,0.029927393,-0.3725132,-0.18786007,-0.42169818,-0.21238738,-3.9755917
SHB_c2c11bc61ae7ec94,0.45956367,0.84810364,0.071765,-0.06968412,0.4890875,-0.3324869,-0.08160417,-0.08271683,-0.106363714,-3.9755917
SHB_70d538bbd9cb1c87,0.715488,0.010597296,-0.10988713,-0.07776668,-0.21817368,-1.150991,-0.53822124,-0.17911981,-0.23220293,-3.9755917
SHB_f127fe067d5b75ff,0.1819448,-0.17494364,-0.0833483,-0.34349972,-0.016197454,-0.08887985,-0.44238958,-0.005431003,0.020614605,-3.9755917
SHB_ada58a64267808c3,-0.0428086,-0.14719038,0.042354267,-0.2859711,-0.47912973,0.06924072,-0.18969004,-0.15092808,0.20718671,-3.9755917
SHB_93185807668b18a7,0.13147253,-0.2109662,-0.1368647,0.17346603,0.034121413,0.17325912,0.098734684,-0.010085161,-0.38762295,-3.9755917
SHB_f98ae4dc7184a04d,0.34843472,0.7872528,-0.4684607,-0.057046156,0.6745879,0.27993488,-0.10628949,0.21398139,-0.24329162,-3.9755917
SHB_90d97ab54675ddf2,0.77594864,0.3287709,0.010497099,-0.055450927,-0.082590535,0.0738538,-0.030903852,-0.068165965,0.033314515,-3.9755917
SHB_55d0c53cba0d8625,-1.0159527,0.7662249,-0.23432466,-0.06342705,-0.15782867,0.14830394,-0.37455213,0.29829058,0.09672179,-3.9755917
SHB_a1868c3a659107e9,0.28385264,-0.15784892,-0.34556532,-0.16855894,-0.67029923,0.34472036,-0.18795241,-0.20763925,0.15216284,-3.9755917
SHB_ba3a12fcddcec7c8,0.04425532,-0.14275955,-0.13954462,0.20478451,0.18235563,0.06640297,-0.1924479,0.056570362,0.061322387,-3.9755917
SHB_bf1062ce66a45c74,1.1817782,-0.072151765,0.17688693,-0.057418082,0.19269744,0.40800324,0.25394234,0.03908146,0.27517763,-3.9755917
SHB_8d833bdb01819055,-0.079260886,-0.047259595,-0.25243896,-0.10958708,-0.11201628,-0.05096179,-1.2012662,0.10750879,-0.18710195,-3.9755917
SHB_4334af49e9456f2f,0.013923921,0.059778377,-0.18192562,-0.5219774,-0.77174777,-0.78093964,-0.01444264,-0.12568368,-0.027176732,-3.9755917
SHB_6b7c27a6a29b0043,-0.20315322,-0.0700263,-0.01835315,-0.32548094,0.12739338,-0.2826078,-0.1769872,0.07081078,0.6964754,-3.9755917
SHB_f05b5713082667cf,0.42736536,-0.36372563,-0.3665674,-0.12001739,-0.091529444,-0.034181163,-0.16574027,-0.050991684,0.11597496,-3.9755917
SHB_c97286f354693cf1,0.037322104,0.0072448747,0.039377555,-0.006870186,-0.80207753,-0.49427712,0.4490334,-0.07155934,-0.17735949,-3.9755917
SHB_8468a01dc0b99dc1,-1.6456721,-0.13394009,-0.04376588,-0.17563222,-0.8364777,0.09591478,-0.0059869606,-0.21495357,-0.24004878,-3.9755917
SHB_2968baa60ac7fc0f,0.23093951,-0.19452396,-0.30694792,-0.08915243,0.1119828,0.081350885,0.07006615,0.23152061,-0.076761566,-3.9755917
SHB_2c4ebfe37c8d3f5b,0.38191482,-0.035632785,-0.4835098,-0.13039517,-0.36042672,-0.03590442,0.06916974,0.06761833,-0.40636972,-3.9755917
SHB_ab5fc2981e642fc4,-0.06995706,-0.17464271,-0.14834331,-0.044029254,-0.5536037,0.16728254,-0.34419203,-0.12716033,-0.02039558,-3.9755917
SHB_f9ebf63c1ccb560d,-2.01301,-0.37107962,0.006413877,-0.43331414,-0.8261918,-0.025325,0.05489903,-0.11901427,0.004295073,-3.9755917
SHB_1f99b810ee9f119c,0.07831788,-0.1486411,-0.45688298,-0.12067053,-0.122256584,-0.07059672,-0.011323921,0.23645362,-0.33209133,-3.9755917
SHB_ccd8327597e7550d,0.5861192,-0.12212695,-0.44797948,-0.34717533,-0.074836135,0.087746024,-0.111469075,-0.10197899,-0.007706364,-3.9755917
SHB_d60c1e3dc94e4bcd,-1.667572,-0.15076528,0.036981963,0.18732244,-0.21500242,0.12362804,-0.01499876,0.059828557,0.11398643,-3.9755917
SHB_d21d25d0bf60f899,0.110849075,0.38409603,0.10783452,0.038187645,-0.052120797,0.27346426,-0.013211797,-0.23097101,-0.004539421,-3.9755917
SHB_f31a73d9a6a0d2e9,-1.3457006,-0.27429917,-0.22097227,-0.040432088,-1.1554828,-0.017083086,-0.1791062,-0.15992258,-0.0008197937,-3.9755917
SHB_629f97d64ba5f5d9,0.35202715,-0.14890763,0.1272687,-0.14814603,-0.18002343,0.40042186,-0.12808435,0.2513302,0.03792588,-3.9755917
SHB_647157166aa5d5aa,-2.1523468,-0.2431492,-0.028892122,-0.15900733,-0.5582796,0.31483898,0.10560688,-0.06947178,-0.14430511,-3.9755917
SHB_f8a48fa653a271cd,-2.0699077,-0.02973852,-0.029852755,0.17393841,-0.6642182,-0.04854448,0.010803221,0.066399135,-0.1537327,-3.9755917
SHB_9bd7565bcb0961de,0.31459033,0.18015184,-0.5032017,-0.16297057,-0.17962371,-1.5280113,0.14954038,0.004684299,-0.078749046,-3.9755917
SHB_7f154ca256410aea,0.2641695,0.32009977,0.058916226,-0.073329404,-0.40653512,-0.924367,-0.06258218,0.08067884,-0.023468705,-3.9755917
SHB_4e4183fe6f694e5f,0.13047254,-0.16578017,0.032038018,-0.17996623,-0.17193821,-0.20162761,-0.050173536,0.11336978,-0.047053017,-3.9755917
SHB_dbff91e7faa678a3,-2.0934815,-0.32224554,-0.122054964,-0.39446855,-0.29065454,-0.18697001,-0.08043727,-0.07760686,-0.22997789,-3.9755917
SHB_a0108ec88334e507,0.5835579,-0.1956561,0.12416421,0.19982073,-0.23320396,-0.24873455,-0.10178379,-0.10184556,-0.061455507,-3.9755917
SHB_cd38f0111280f342,-1.4697431,-0.08916112,-0.01549149,-0.09662609,-0.025951583,0.2595294,-0.3704027,0.0745591,0.16960262,-3.9755917
SHB_a1e520f475a4e4dd,-1.8092194,-0.16089755,-0.10698892,-0.17829652,-1.0075566,-0.029373312,-0.33378124,-0.19600245,-0.22513808,-3.9755917
SHB_ab63cb5c6b13ee76,-0.3334782,0.17316905,0.015318304,-0.19977844,-0.034621082,0.024986975,0.0023955968,-6.648549e-05,-0.001745678,-3.9755917
SHB_574ef6d6bf59da86,-0.6080625,-0.28652,-0.14765963,-0.73349947,0.09800042,-0.27594376,-0.42141405,-0.105280735,-0.037810534,-3.9755917
SHB_e859d90129893ba8,0.014845175,0.66740334,-0.08116067,-0.13822857,0.46523616,0.20450324,0.018861845,-0.00056547497,0.04357588,-3.9755917
SHB_563377651c1a3491,-0.43521458,-0.3665024,-0.059471156,-0.021616329,-1.2310207,0.081768766,0.40332878,-0.15681495,0.05436744,-3.9755917
SHB_16977c8d637cf4fd,0.5753022,-0.20100918,-0.4680278,0.070306644,-0.1708654,-0.24771604,0.09389173,-0.008623565,-0.22131148,-3.9755917
SHB_c4083c52d691fd2f,-0.020809842,-0.16886453,-0.23857778,-0.08725194,-0.050851155,-0.23364317,-0.15988837,-0.19543025,0.04332659,-3.9755917
SHB_c2abfa63f8fb8c49,-1.1169813,-0.08184981,-0.01220875,-0.11082909,-0.37943822,0.032150492,-0.07671363,-0.5130701,-0.12026088,-3.9755917
SHB_94a5aa6754330ba9,-1.2016996,-0.25105503,-0.011188386,-0.329095,-0.9434234,-0.2029453,-0.28402266,0.027771961,-0.087434635,-3.9755917
SHB_e026c431e3293043,-2.0814466,-0.27898028,-0.19468997,-0.20315564,-0.7220187,0.32832772,-0.12872124,-0.12660828,-0.16325217,-3.9755917
SHB_c080c6b23cd4fa22,-0.09234215,-0.06394042,0.05523467,0.027284984,-0.16922143,0.6300627,-0.011274943,-0.1078242,-0.18048017,-3.9755917
SHB_93c787ad32ed82a5,0.07917336,-0.22577259,0.008329126,0.25226098,0.056103643,0.18983181,-0.09817988,0.02718427,-0.30606952,-3.9755917
SHB_afd4718f25e465f3,-2.126958,-0.19580083,-0.022029625,-0.18200018,0.11548702,-0.34341398,-0.27274647,0.60168177,-0.26819307,-3.9755917
SHB_d11ff75856b91e22,0.39464366,0.11502632,-0.045279685,-0.1386936,0.18270385,0.45292088,0.18842493,0.7294551,0.3205815,-3.9755917
SHB_ae769e6c657936f8,0.14336352,0.4006155,-0.34060097,0.0096551515,-0.28340825,-0.08826335,-0.10520784,-0.17125857,0.0714034,-3.9755917
SHB_615db22a3cfdd50e,0.10131311,-0.17379358,-0.06557688,0.018636504,0.32504728,0.12813684,0.04067343,0.044360682,0.091596134,-3.9755917
SHB_4a385d3f7ee70174,-1.0507963,-0.096102454,-0.054882944,-0.1925465,-0.34632036,-0.097353734,0.36043498,-0.102949224,0.12777323,-3.9755917
SHB_04deea58059b282b,0.50145245,0.2664686,0.036281284,-0.11240294,0.021463523,-0.32112578,-0.63292545,0.02971261,0.043802846,-3.9755917
SHB_3d4f67b2a6098365,-2.0512502,-0.20867538,0.0044235284,-0.05938133,-0.79878527,0.038392134,-0.29433176,-0.14307185,0.017526243,-3.9755917
SHB_4089fb165a1ef035,-1.4788733,-0.20734599,0.00409683,-0.09240832,-1.0639468,0.0026639123,-0.0045245327,-0.061443828,0.009050181,-3.9755917
SHB_ce4a2f04d62809a5,-1.2515006,0.2295854,-0.17962678,-0.09587259,-0.15468831,-0.627951,-0.1092171,-0.21751705,-0.1663922,-3.9755917
SHB_dd241778a2c70c39,-2.1572728,-0.21439704,-0.2069815,-0.06426295,-0.9760365,-0.20135818,-0.024456495,0.38706842,0.08201174,-3.9755917
SHB_8fe1e7c9805b59fa,0.08909897,0.5386152,0.01907881,-0.08044159,-0.9691466,0.17190981,0.030458847,0.047752377,0.04999413,-3.9755917
SHB_53584b564acbefc7,-0.049061622,-0.14407024,-0.10386464,-0.051263582,0.15992384,0.05395046,0.3412311,0.19767526,0.039234214,-3.9755917
SHB_f51de0995548b935,-0.087538846,-0.13113447,-0.26460406,0.2565491,-0.03397262,0.24506561,-0.048435822,-0.048856124,-0.119480215,-3.9755917
SHB_04e5a06fd694041a,0.118681744,0.22397004,-0.090087146,-0.18277185,-0.17535414,0.1379577,-0.31238014,-0.18150888,0.13326125,-3.9755917
SHB_b9a8341a83276c24,0.16938631,-0.15483655,0.029300619,-0.106186494,-0.005274497,-0.34970564,-0.07354882,0.020395596,0.17629823,-3.9755917
SHB_9cf469540ecb9a34,-1.6173719,-0.09859887,0.011966013,0.09756186,-0.25179037,-0.26512885,0.07629915,0.43884018,0.014416384,-3.9755917
SHB_a5f6def68cc248a0,0.5084115,-0.25389203,-0.37586266,0.15567315,-0.12700854,0.12552956,-0.2475881,0.07524507,-0.100639254,-3.9755917
SHB_4513386961fe67bd,0.034984868,0.17008783,0.115316965,0.019317888,-0.13809331,-0.5102779,-0.19415194,0.0098603815,-0.11142646,-3.9755917
SHB_6372cac6e6b4c1fe,0.3884111,0.24392459,-0.40340155,0.009010321,-0.25272152,-0.63757575,0.01706193,-0.13023826,0.10840189,-3.9755917
SHB_a50c251ea312d006,-0.0428244,0.558804,-0.3107033,-0.039937362,0.093379825,-0.13292903,-0.0392221,-0.21244088,-0.04814922,-3.9755917
SHB_249a8007c7a06fd9,0.19519928,0.3224011,0.08488847,0.03933714,0.13946792,-0.14621143,-0.28044936,-0.080624335,0.046236638,-3.9755917
SHB_c695beaa8c3f743b,-0.06609865,-0.13850199,-0.3851436,-0.045623895,-0.75478005,0.08048496,0.040604617,0.29413754,0.27481613,-3.9755917
SHB_f57f8c31d4777a4f,-0.07097035,0.14461347,-0.070796944,-0.053857718,-0.5805222,-1.3385593,0.1003066,-0.06842978,-0.065844126,-3.9755917
SHB_7ca66b273bb97931,0.18219917,0.3130597,0.049394846,-0.29475898,-0.22801042,-1.3663297,0.011956098,0.040578965,0.076729976,-3.9755917
SHB_f0c6d3676663b89f,-0.73733914,-0.15227535,-0.16286239,0.0052026287,0.39369136,0.15264921,-0.48855338,-0.028982576,0.03873223,-3.9755917
SHB_0c729ae2fc0dbbec,-0.33112386,0.29574746,-0.12057154,0.11515023,0.14743301,-0.26742405,0.34949186,0.1727223,0.12889428,-3.9755917
SHB_a56e8be5f86c1cd1,0.24610734,0.3302037,-0.012478411,-0.07615106,0.13464312,-0.030669153,0.020772072,-0.021264508,-0.037178975,-3.9755917
SHB_7a36e1451cf71aed,-2.0521917,-0.25846463,0.0026313844,-0.16026245,0.16693203,-0.36840856,-0.24965273,-0.10593128,-0.1668214,-3.9755917
SHB_36688882d03beb6c,0.11765702,0.31126946,0.070463546,0.0021361634,0.20254537,-0.023631394,0.15914157,0.008056948,0.0840937,-3.9755917
SHB_6ef08340ef6a52dd,0.08931159,-0.18121126,0.058253676,0.00977747,0.17254065,-0.111429155,-0.8048481,0.009853695,-0.18549144,-3.9755917
SHB_949966dc67481197,0.07506171,-0.26165217,-0.04405958,0.26646167,0.23790714,0.55992407,0.34709194,0.08310009,0.35600227,-3.9755917
SHB_0a75c0217733e4a4,0.06900698,0.5419075,0.044720106,-0.06624682,-0.14402921,-0.12514606,-0.12041478,0.06387702,-0.3247351,-3.9755917
SHB_7f9b263bb5088901,0.09955871,-0.18524963,-0.066057675,-0.09778653,-0.07931748,-0.2520942,-0.63822377,0.051452104,0.026911285,-3.9755917
SHB_b187d7b074f2c6d3,-1.0725716,-0.19195761,-0.0035536706,-0.045406677,0.15612586,-0.08204166,-0.8221054,-0.14919133,0.034289952,-3.9755917
SHB_835fbc48eb68acf1,-0.3249269,0.16601053,0.07109441,-0.15241578,-0.13477106,0.7354309,-0.3301845,-0.19723731,-0.10215343,-3.9755917
SHB_4a79c1396f64c818,-1.4796238,-0.18314315,-0.16965595,0.0034222133,-0.020486724,-0.09297659,-0.5388797,0.035941016,-0.29251325,-3.9755917
SHB_e8d4542cf1b02791,0.29099938,-0.17394821,-0.010912061,-0.05628833,-0.02259245,-0.36494792,0.0019319427,0.05771974,0.058705427,-3.9755917
SHB_4882b1a8b843b009,-0.079937235,-0.17957672,0.07113524,-0.49353135,-0.114456594,-0.003739512,0.10445193,-0.03721191,-0.17632523,-3.9755917
SHB_bb9501a7f305a0f1,0.6470601,-0.19809876,-0.1880423,-0.13786046,0.3144448,-0.19365728,-0.21664868,0.028295778,0.057856124,-3.9755917
SHB_ae11a972ae390ffa,-1.2972528,-0.25599533,-0.05816899,-0.06083406,-0.42597094,-0.26806363,-0.02428992,-0.10976517,-0.043684054,-3.9755917
SHB_6f790d1d57d278ae,0.5722732,-0.18273133,0.037831787,0.018276276,-0.07957831,-0.33923665,0.16339701,0.054205444,-0.060487267,-3.9755917
SHB_cedfa2c7f29f4e30,-0.009082932,-0.14958948,0.0882804,-0.85006356,-0.16866922,-0.06424301,-0.2162823,0.017834138,0.0054280935,-3.9755917
SHB_d391c25802aa8d78,0.11369776,0.030460369,-0.26574805,-0.5563021,-0.06942436,-0.011025987,-0.04781293,0.14650424,0.019660564,-3.9755917
SHB_301fea342f21502a,-1.9687027,-0.16574897,0.043093964,-0.30743173,0.31186157,-0.29922664,0.31106782,-0.019374005,-0.013829759,-3.9755917
SHB_fb0e128f8123410b,-1.4422356,-0.26103225,-0.2403724,-0.06859411,-1.1880512,0.030060787,-0.0040396727,-0.15083863,-0.060944077,-3.9755917
SHB_d7f45135ef7736bb,0.52109754,0.35074764,0.023379387,-0.13762584,0.2771865,-0.38817546,-0.2539525,-0.1038418,0.05158265,-3.9755917
SHB_69e8757b7e5aa784,-0.03822297,-0.13733196,-0.04954126,-0.07242886,0.116174296,-0.07623517,0.14817293,0.14287525,-0.23739117,-3.9755917
SHB_8baecae585102f9d,0.44927618,0.07516075,-0.3252177,-0.009210125,0.17241406,0.5533649,0.009028698,0.06703267,0.0773612,-3.9755917
SHB_8a4a850991dfc397,-0.021740388,-0.25990534,-0.43243325,-0.6087255,-0.0065115257,-0.126299,-0.3334088,0.23712678,-0.232544,-3.9755917
SHB_26d412b8380a4a23,0.49501434,-0.13813172,0.17234707,0.058443766,-0.12716526,0.11570056,-0.4052745,0.06681849,-0.054558642,-3.9755917
SHB_f554783489c0a91e,-2.2504609,-0.19849944,-0.08497491,-0.17312153,-0.31063056,-0.009870729,-0.004833259,-0.20088533,-0.25821888,-3.9755917
SHB_8ea547df646e0612,-2.0929499,-0.14781608,-0.16082193,-0.058382835,-0.2696029,0.007549894,-0.16523446,0.115912646,-0.25790063,-3.9755917
SHB_53908742042a4803,0.07564915,-0.13673234,-0.13927267,0.07970702,-0.031155715,0.2308047,0.19822283,0.013576243,0.069378294,-3.9755917
SHB_e0be6a8310747191,-1.8888216,-0.22421059,-0.073034294,-0.13390005,-0.6286635,0.07372042,-0.3957377,0.38470381,0.055208705,-3.9755917
SHB_c795e06ed56539a7,-2.1542945,-0.34387112,-0.25731555,-0.118115805,-1.0672481,-0.21126157,-0.16506737,-0.14922422,-0.18521266,-3.9755917
SHB_a052b1aaf904804b,0.20051725,0.27195737,-0.11845443,-0.12332266,-0.85808367,-0.79112333,0.24196452,-0.15204658,-0.20633091,-3.9755917
SHB_e64363506d0b6355,-1.3068575,-0.12771294,-0.091288336,-0.14576691,-0.24662475,-0.3134143,-0.122829,-0.051410295,0.009381388,-3.9755917
SHB_ba776be9077785ef,0.04509284,-0.23201984,-0.070526384,-0.12722477,-0.1825065,-0.13353968,-0.10509872,-0.14686167,0.034260277,-3.9755917
SHB_b7628b8b7df60b1f,-1.898921,-0.168475,-0.1557859,-0.14887093,0.07140406,-0.07765351,-0.57279176,-0.004670242,-0.100559175,-3.9755917
SHB_e09912ffbbb0b705,0.12550174,-0.30578056,-0.29368877,0.04670142,-0.6350572,0.40822893,-0.4734816,-0.43307954,-0.018690687,-3.9755917
SHB_52269f4a965d3556,0.2964367,-0.1895819,-0.13029169,0.13071571,-0.43783522,-0.37725002,-0.09762227,-0.051420487,-0.20731126,-3.9755917
SHB_eac0d185544928ee,-1.2797085,-0.123156,-0.10650878,-0.16268297,0.07111379,-0.36320955,-0.21800506,-0.49008965,-0.04405065,-3.9755917
SHB_5efb1ecc88b66198,0.27426478,-0.020638786,0.07883983,0.183117,0.04704962,0.5579093,0.04161814,0.1184402,-0.08819948,-3.9755917
SHB_b25e00a812c27d26,-2.2340093,-0.26887044,-0.20957527,-0.058812786,-1.0069017,0.0032887426,-0.020566948,0.07856024,0.0737516,-3.9755917
SHB_43419b42ea0fae6a,0.0965084,-0.13792211,-0.0451811,0.1349035,0.009358324,-0.1770006,0.38116464,0.008331548,0.15422823,-3.9755917
SHB_0dfcc184eb259266,0.44365406,0.4222432,0.028390288,0.021719921,-0.5846551,0.12790537,-0.09604,-0.1535953,0.030301414,-3.9755917
SHB_0fe79d0b60cfda25,0.11599297,-0.16115804,-0.07421376,-0.1189144,-0.3322285,-0.1744433,0.031289052,-0.092407875,-0.07934325,-3.9755917
SHB_c60bbed48bcd5879,-0.16563754,0.29063162,0.054125383,-0.17267078,0.45730993,-0.8702023,0.123745985,-0.09442767,-0.21374586,-3.9755917
SHB_2c04ffaff767e1d4,-2.0358732,-0.1440875,-0.034666914,0.14978829,-0.17440985,-0.112911366,-0.5366066,0.008320624,0.05717411,-3.9755917
SHB_b8858e7e596f776c,-1.1056931,-0.1053463,-0.024168177,-0.2915412,-0.6555082,0.05325672,-0.11342537,-0.07334237,0.07920133,-3.9755917
SHB_0675454dd82b5734,-0.06856094,-0.053627472,-0.4641297,-0.08286941,0.26307058,-0.076350294,0.16699365,-0.74859524,-0.20186037,-3.9755917
SHB_ab022b034f492896,0.039509222,-0.19266942,-0.09787691,-0.15664351,-1.0523852,0.29368043,-0.16157296,0.021481736,-0.05198099,-3.9755917
SHB_07b8ec9ed531f917,-0.271383,0.1403148,-0.2938514,-0.037240267,-0.014134735,0.12172216,-0.32255372,0.009650096,-0.17090347,-3.9755917
SHB_6ea0e8e34f485a57,-2.3891494,-0.047421467,-0.14859463,-0.13411383,-0.53609717,0.05161804,0.18766162,-0.11490477,0.11652403,-3.9755917
SHB_1219086ec34e3267,-1.223961,-0.14409038,-0.04170106,0.16372214,-0.16092424,0.041245554,-0.031181267,-0.15738617,0.14008765,-3.9755917
SHB_852b1b076a60a3b7,-1.9473184,-0.15727365,-0.17732765,-0.079837345,-0.29426748,-0.016540091,-0.35590467,-0.18724798,-0.18734334,-3.9755917
SHB_728b9da9f2910013,-0.40396956,0.23566054,-0.083338365,-0.15109475,-0.051241096,0.048632827,-0.053855687,-0.1631768,0.07169185,-3.9755917
SHB_9db65cf6b1f19243,0.2192367,-0.13155684,0.08963824,-0.08119326,-0.14833757,-0.3420398,-0.038534917,0.064866,0.10393821,-3.9755917
SHB_ed66526201bddcf4,-0.9650068,-0.14168969,-0.19423984,-0.016198749,0.17447214,-0.022231266,0.10705541,0.862311,0.087834775,-3.9755917
SHB_103ae27e4416bb93,-1.7677222,-0.2362581,-0.18964966,-0.5998353,-0.2569578,0.2865942,-0.27919477,-0.11053738,-0.1985824,-3.9755917
SHB_3c6e850df8330caa,0.26475212,-0.20616762,-0.1224533,0.31522393,0.03475521,-0.06728853,0.2518886,0.034198362,0.020656308,-3.9755917
SHB_819eb6ef5a55ea56,-1.8883703,-0.11647231,-0.0015132099,-0.17843793,-0.7051768,-0.08870973,0.008178514,-0.09209525,0.05920168,-3.9755917
SHB_072d2c35d76c8796,-2.1637645,-0.26879066,-0.026265511,-0.1831031,-0.8036839,-0.3459209,-0.01873671,-0.08933059,0.024952222,-3.9755917
SHB_281d137f02a8f7f4,-2.1510565,-0.13990006,0.06371611,-0.03026489,-0.309878,0.039308272,0.091185205,0.0012905006,-0.070395336,-3.9755917
SHB_db4b1f1f939afba7,-0.31079584,0.33812663,-0.37497208,-0.12095443,0.12243042,0.07671703,-0.03680875,-0.20047961,-0.07244627,-3.9755917
SHB_4101cccd4b2297c8,-1.6405267,-0.14202257,-0.06497422,0.48139378,0.14914608,-0.26576012,-0.068571486,-0.059482258,0.10475779,-3.9755917
SHB_b0553cc26b555ad4,-1.5138159,-0.15085961,0.05452379,-0.08956176,-0.11943505,0.10744752,-0.031219713,-0.086930804,0.08088695,-3.9755917
SHB_3d143b0418a658e7,-0.20555453,-0.18595044,0.4851272,0.0032085464,0.072803766,-0.067135945,0.028142193,0.03488189,0.06929642,-3.9755917
SHB_3e9585852f80f0c2,0.47089702,-0.061808817,0.07000244,-0.05404624,-0.057547435,0.09465492,-0.5071066,0.019546619,-0.05823358,-3.9755917
SHB_36160af6d4f44902,0.12748253,-0.006966897,0.14248708,0.12272073,0.037432328,-0.3012251,0.18670449,0.44202846,0.8510923,-3.9755917
SHB_37c61eaf248c8b6b,0.70264167,-0.13239972,-0.21938708,0.15446152,-0.036978334,0.3699375,0.0077611106,-0.08884389,-0.025676211,-3.9755917
SHB_a579993e8d6cb638,-2.1815817,-0.10547841,-0.09223722,0.37957177,0.15740673,0.30624416,0.021311158,0.00449965,0.14702164,-3.9755917
SHB_70a17a0622d4a006,-2.1230001,-0.10213352,-0.14351645,-0.106497966,-0.27128324,0.18737504,-0.12966211,-0.42815888,-0.2488068,-3.9755917
SHB_a82fb82e347293a8,-1.8291461,-0.15065229,-0.16344438,-0.034965165,-0.21466409,-0.038348038,-0.5957957,0.0065057427,0.035591535,-3.9755917
SHB_6a57f1676ec0f281,0.07106395,-0.06669026,-0.4877253,-0.07335678,-0.5416287,-0.5115209,0.11927879,0.35938627,0.15003681,-3.9755917
SHB_ce1fc563b6cfa00b,0.23339379,0.64819515,-0.08211788,-0.36855432,0.52728844,0.17370942,0.38480893,0.024156334,-0.41172314,-3.9755917
SHB_f2af556fc44bb7bd,-2.1548245,-0.312801,-0.18770537,-0.16168746,-0.28348294,-0.38039878,-0.073263675,-0.0029675053,-0.2726471,-3.9755917
SHB_79fb8bece6b7f2f8,0.11837374,-0.14552136,-0.07719712,-0.030532511,0.32249242,-0.26440635,0.07154557,-0.017756067,0.038576864,-3.9755917
SHB_0bb021d6afb4f6f6,-0.26210415,0.44708216,-0.06528521,-0.15016632,0.4980719,-0.16524512,0.06896396,0.0797808,-0.22189641,-3.9755917
SHB_7274b60b768a3860,0.50487393,0.18916917,0.13764295,-0.106331125,-0.04571508,-0.08356599,-0.3122289,-0.09306344,-0.0051695644,-3.9755917
SHB_c160a6c8b87ffd1b,0.60195166,-0.043164846,-0.31044707,-0.07693192,0.09407998,-0.27469432,0.17371254,-0.16024908,0.16704962,-3.9755917
