precision,recall,threshold
0.0191901939113835,1.0,0.0001717882842058316
0.019192122186495176,1.0,0.00017194691463373601
0.019194050849160888,1.0,0.00017349830886814743
0.01919597989949749,1.0,0.0001764959015417844
0.01919790933762187,1.0,0.00017682705947663635
0.019199839163650985,1.0,0.00017718503659125417
0.019201769377701818,1.0,0.00017753391875885427
0.019203699979891412,1.0,0.00017804298840928823
0.019205630970336854,1.0,0.00017989313346333802
0.019207562349155268,1.0,0.00018016160174738616
0.019209494116463843,1.0,0.0001802272308850661
0.019211426272379803,1.0,0.00018086747149936855
0.01921335881702042,1.0,0.00018109145457856357
0.01921529175050302,1.0,0.0001828708773246035
0.019219158784463675,1.0,0.00018302106764167547
0.01922109288517661,1.0,0.0001830280525609851
0.019223027375201287,1.0,0.00018493933021090925
0.01922496225465526,1.0,0.00018543550686445087
0.019226897523656132,1.0,0.00018637160246726125
0.019228833182321554,1.0,0.0001868096151156351
0.019230769230769232,1.0,0.0001870768319349736
0.019232705669116907,1.0,0.00019019813043996692
0.019234642497482378,1.0,0.00019036594312638044
0.01923657971598348,1.0,0.00019226838776376098
0.019238517324738115,1.0,0.00019248464377596974
0.01924045532386421,1.0,0.00019569297728594393
0.01924239371347975,1.0,0.00019767257617786527
0.01924433249370277,1.0,0.00019842982874251902
0.01924627166465135,1.0,0.00019930224516429007
0.019248211226443615,1.0,0.00019938853802159429
0.019250151179197744,1.0,0.0001995544007513672
0.019252091523031954,1.0,0.000201736853341572
0.019254032258064515,1.0,0.0002018174564000219
0.01925597338441375,1.0,0.00020304019562900066
0.019257914902198022,1.0,0.00020332730491645634
0.019259856811535747,1.0,0.00020403771486598998
0.019261799112545382,1.0,0.00020526431035250425
0.019263741805345437,1.0,0.00020572415087372065
0.01926568489005447,1.0,0.00020822370424866676
0.019267628366791082,1.0,0.000212342623854056
0.01926957223567393,1.0,0.00021414771617855877
0.019271516496821715,1.0,0.0002158693241653964
0.01927346115035318,1.0,0.0002159133873647079
0.019275406196387124,1.0,0.00021665742679033428
0.01927735163504239,1.0,0.00021784288401249796
0.019279297466437872,1.0,0.0002180517476517707
0.01928124369069251,1.0,0.00021851981000509113
0.01928319030792529,1.0,0.0002186442434322089
0.01928513731825525,1.0,0.00021944854233879596
0.019287084721801476,1.0,0.00022083196381572634
0.019289032518683094,1.0,0.00022230949252843857
0.01929098070901929,1.0,0.00022431711840908974
0.019292929292929292,1.0,0.0002249965473311022
0.019294878270532376,1.0,0.00022621835523750633
0.01929682764194787,1.0,0.00022714601072948426
0.01929877740729514,1.0,0.00022745656315237284
0.019300727566693612,1.0,0.00022760276624467224
0.01930267812026276,1.0,0.0002278587780892849
0.019304629068122095,1.0,0.00022958900080993772
0.019306580410391187,1.0,0.00023012944438960403
0.01930853214718965,1.0,0.00023025674454402179
0.019310484278637144,1.0,0.0002309163101017475
0.019312436804853388,1.0,0.00023104161664377898
0.019314389725958135,1.0,0.000231186393648386
0.019316343042071197,1.0,0.00023145634622778744
0.019318296753312432,1.0,0.00023225329641718417
0.01932025085980174,1.0,0.00023294120910577476
0.01932220536165908,1.0,0.00023346839589066803
0.019324160259004453,1.0,0.0002348510461160913
0.019328071240639545,1.0,0.00023755666916258633
0.019330027325169516,1.0,0.0002385592379141599
0.019331983805668015,1.0,0.00024169115931726992
0.019333940682255288,1.0,0.0002423335681669414
0.01933589795505163,1.0,0.000243660164414905
0.01933785562417738,1.0,0.0002466358128003776
0.019339813689752936,1.0,0.00024790558381937444
0.019343731010735263,1.0,0.00024827884044498205
0.019345690266383064,1.0,0.00024834537180140615
0.019347649918962723,1.0,0.00024922704324126244
0.019349609968594875,1.0,0.00024973059771582484
0.019351570415400202,1.0,0.00025012140395119786
0.019353531259499443,1.0,0.00025071375421248376
0.019355492501013375,1.0,0.0002509857004042715
0.019357454140062836,1.0,0.00025100004859268665
0.0193594161767687,1.0,0.00025108238332904875
0.019361378611251902,1.0,0.000251397374086082
0.019363341443633414,1.0,0.0002515671367291361
0.01936530467403427,1.0,0.0002524147857911885
0.01936726830257554,1.0,0.0002524889132473618
0.019369232329378358,1.0,0.00025284712319262326
0.019373161578253372,1.0,0.00025351287331432104
0.019375126800568066,1.0,0.0002547167823649943
0.0193770924216293,1.0,0.00025538550107739866
0.01937905844155844,1.0,0.0002558792766649276
0.019381024860476916,1.0,0.00025659584207460284
0.01938299167850619,1.0,0.00025682663545012474
0.019384958895767787,1.0,0.00025694273062981665
0.019386926512383273,1.0,0.00025765044847503304
0.019388894528474268,1.0,0.0002581789158284664
0.019390862944162437,1.0,0.00025878861197270453
0.0193928317595695,1.0,0.00025893497513607144
0.01939480097481722,1.0,0.0002595934784039855
0.019400711020822754,1.0,0.0002610255323816091
0.019402681836651767,1.0,0.0002613507385831326
0.019404653052931018,1.0,0.0002627821813803166
0.019406624669782564,1.0,0.00026306495419703424
0.019408596687328524,1.0,0.00026349996915087104
0.019410569105691056,1.0,0.0002637093421071768
0.019412541924992376,1.0,0.00026380387134850025
0.019414515145354746,1.0,0.0002641018363647163
0.019416488766900476,1.0,0.00026510466705076396
0.01941846278975193,1.0,0.0002655083662830293
0.01942043721403152,1.0,0.0002655511489138007
0.019422412039861704,1.0,0.0002657408476807177
0.019424387267364996,1.0,0.00026599838747642934
0.019426362896663954,1.0,0.0002660412574186921
0.019428338927881192,1.0,0.0002682275080587715
0.01943031536113937,1.0,0.00026853097369894385
0.019432292196561198,1.0,0.0002687771338969469
0.019434269434269433,1.0,0.0002688591193873435
0.019436247074386893,1.0,0.0002696374722290784
0.019438225117036433,1.0,0.00026978584355674684
0.01944020356234097,1.0,0.0002701925695873797
0.019442182410423454,1.0,0.0002702814235817641
0.019342359767891684,0.9947643979057592,0.0002713985159061849
0.01934432905721849,0.9947643979057592,0.00027223429060541093
0.019346298747581713,0.9947643979057592,0.00027226205565966666
0.019348268839103868,0.9947643979057592,0.000272537610726431
0.019350239331907527,0.9947643979057592,0.00027325545670464635
0.019352210226115298,0.9947643979057592,0.000273428246146068
0.019354181521849853,0.9947643979057592,0.00027402874547988176
0.019356153219233903,0.9947643979057592,0.00027403084095567465
0.01935812531839022,0.9947643979057592,0.00027568358927965164
0.019360097819441615,0.9947643979057592,0.00027617134037427604
0.01936404402772116,0.9947643979057592,0.0002766456746030599
0.01936601773519519,0.9947643979057592,0.00027688450063578784
0.019367991845056064,0.9947643979057592,0.000277643179288134
0.019369966357426854,0.9947643979057592,0.0002777506597340107
0.01937194127243067,0.9947643979057592,0.0002777705085463822
0.01937391659019068,0.9947643979057592,0.0002783150121103972
