City,Feature,Feature_value,SHAP_value,used_in_panels
Beijing,Fee,0.8,-0.08041067421,"a,j"
Shanghai,Fee,0.45,0.05136947706,"a,j"
Shanghai,Fee,1.5,-0.1941781789,"a,j"
Shanghai,Fee,0.54,-0.01702390797,"a,j"
Shanghai,Fee,1.53,-0.04340882227,"a,j"
Shanghai,Fee,2.98,0.0519686155,"a,j"
Wuhan,Fee,0.6,-0.0240065679,"a,j"
Shanghai,Fee,0.8,-0.0313822031,"a,j"
Shanghai,Fee,0.45,0.05410545692,"a,j"
Wuhan,Fee,0.5,-0.0726685822,"a,j"
Shanghai,Fee,0.51,0.003775339574,"a,j"
Wuhan,Fee,4.5,0.082090877,"a,j"
Shanghai,Fee,1.55,-0.1548207849,"a,j"
Shanghai,Fee,1.8,-0.009121799842,"a,j"
Shanghai,Fee,3.0,0.006915596779,"a,j"
Beijing,Fee,0.5,0.04314046726,"a,j"
Shanghai,Fee,0.5,-0.03747823089,"a,j"
Shanghai,Fee,0.8,-0.005818211008,"a,j"
Shanghai,Fee,0.8,-0.04646303132,"a,j"
Guangzhou,Fee,1.2,0.05448208377,"a,j"
Guangzhou,Fee,0.9,-0.107670255,"a,j"
Shanghai,Fee,2.5,-0.03526657075,"a,j"
Shanghai,Fee,1.8,-0.1125653535,"a,j"
Beijing,Fee,0.73,-0.07905851305,"a,j"
Shanghai,Fee,1.5,-0.1610372812,"a,j"
Guangzhou,Fee,0.5,0.1143493652,"a,j"
Wuhan,Fee,1.2,0.1452400535,"a,j"
Wuhan,Fee,2.0,-0.1263166666,"a,j"
Shanghai,Fee,0.85,-0.02625093609,"a,j"
Beijing,Fee,0.62,0.02409444749,"a,j"
Shanghai,Fee,3.0,0.1141663045,"a,j"
Beijing,Fee,1.2,0.09236897528,"a,j"
Shanghai,Fee,0.45,0.0138904443,"a,j"
Shanghai,Fee,1.45,-0.01613498479,"a,j"
Shanghai,Fee,0.35,0.0817187801,"a,j"
Shanghai,Fee,0.7,-0.1264479011,"a,j"
Beijing,Fee,0.5,-0.07599946111,"a,j"
Wuhan,Fee,0.8,-0.1023940295,"a,j"
Guangzhou,Fee,3.8,0.3131667078,"a,j"
Shanghai,Fee,0.3,0.6518076658,"a,j"
Shanghai,Fee,8.0,-0.2882757187,"a,j"
Wuhan,Fee,2.5,-0.04636180028,"a,j"
Shanghai,Fee,2.0,-0.02747587115,"a,j"
Shanghai,Fee,3.5,0.1284859627,"a,j"
Shanghai,Fee,4.8,0.2851363122,"a,j"
Shanghai,Fee,1.96,-0.1444412321,"a,j"
Shanghai,Fee,0.5,0.03915539756,"a,j"
Wuhan,Fee,0.9,-0.1060935557,"a,j"
Beijing,Fee,1.8,-0.0460421592,"a,j"
Shanghai,Fee,1.8,-0.1185106486,"a,j"
Beijing,Fee,0.8,-0.04824205488,"a,j"
Shanghai,Fee,4.5,0.08124183118,"a,j"
Shanghai,Fee,1.3,0.04380339384,"a,j"
Beijing,Fee,0.5,-0.03902876377,"a,j"
Shanghai,Fee,2.55,0.01945278235,"a,j"
Guangzhou,Fee,1.9,-0.1588722616,"a,j"
Beijing,Fee,2.5,-0.05039692298,"a,j"
Shanghai,Fee,0.4,-0.1566987932,"a,j"
Wuhan,Fee,0.7,-0.1817964166,"a,j"
Shanghai,Fee,1.25,0.01415654272,"a,j"
Shanghai,Fee,4.46,0.1587330699,"a,j"
Shanghai,Fee,1.9,-0.07093074173,"a,j"
Shanghai,Fee,0.98,-0.02969127893,"a,j"
Shanghai,Fee,0.8,-0.02804446593,"a,j"
Shanghai,Fee,3.2,0.06459399313,"a,j"
Beijing,Fee,0.5,-0.04381233081,"a,j"
Guangzhou,Fee,0.9,-0.1186496988,"a,j"
Guangzhou,Fee,2.0,-0.2102003247,"a,j"
Shanghai,Fee,0.45,0.03219608217,"a,j"
Wuhan,Fee,1.2,0.008276034147,"a,j"
Shanghai,Fee,2.0,-0.1007099152,"a,j"
Shanghai,Fee,2.0,-0.1335980892,"a,j"
Shanghai,Fee,0.8,-0.04767618328,"a,j"
Shanghai,Fee,0.8,-0.04864169285,"a,j"
Shanghai,Fee,0.45,0.05926375464,"a,j"
Wuhan,Fee,0.8,-0.26378268,"a,j"
Shanghai,Fee,1.78,-0.1591537297,"a,j"
Wuhan,Fee,1.5,-0.1007087156,"a,j"
Beijing,Fee,0.9,-0.01235386077,"a,j"
Wuhan,Fee,0.6,-0.1274892688,"a,j"
Shanghai,Fee,1.7,-0.03367492929,"a,j"
Shanghai,Fee,6.0,-0.7991251945,"a,j"
Shanghai,Fee,0.8,0.00782847777,"a,j"
Wuhan,Fee,0.7,-0.1016153023,"a,j"
Beijing,Fee,0.8,-0.03614077345,"a,j"
Shanghai,Fee,2.0,0.06970248371,"a,j"
Guangzhou,Fee,3.9,0.001528491732,"a,j"
Beijing,Fee,1.5,-0.1497885436,"a,j"
Shanghai,Fee,0.3,0.04518837109,"a,j"
Shanghai,Fee,2.0,0.02627787367,"a,j"
Shanghai,Fee,0.6,-0.008323838003,"a,j"
Shanghai,Fee,0.55,0.01064338442,"a,j"
Shanghai,Fee,0.5,0.08704812825,"a,j"
Wuhan,Fee,0.5,-0.006330780685,"a,j"
Beijing,Fee,4.6,0.03451544419,"a,j"
Shanghai,Fee,0.3,-0.04751717672,"a,j"
Wuhan,Fee,0.5,0.007734972052,"a,j"
Guangzhou,Fee,0.6,-0.02370241657,"a,j"
Shanghai,Fee,1.2,0.02046759613,"a,j"
Wuhan,Fee,0.8,-0.06658558547,"a,j"
Shanghai,Fee,1.55,-0.07181383669,"a,j"
Guangzhou,Fee,6.8,-0.2417191565,"a,j"
Beijing,Fee,4.5,0.04578534886,"a,j"
Shanghai,Fee,0.8,-0.09110952914,"a,j"
Shanghai,Fee,0.45,-0.02880037017,"a,j"
Shanghai,Fee,0.75,-0.009355684742,"a,j"
Shanghai,Fee,0.8,-0.03825356066,"a,j"
Beijing,Fee,0.9,-0.01164688822,"a,j"
Shanghai,Fee,4.0,0.4937201738,"a,j"
Shanghai,Fee,0.6,-0.05217218399,"a,j"
Beijing,Fee,1.0,-0.0197898075,"a,j"
