recall,precision
1.0,0.001152055650252228
1.0,0.0011520592667001507
1.0,0.0011520628831707784
1.0,0.0011520664996641115
1.0,0.00115207011618015
1.0,0.0011520881991009318
1.0,0.0011520990491258802
1.0,0.0011521026658462775
1.0,0.0011521062825893824
1.0,0.001152113516143716
1.0,0.001152117132954945
1.0,0.0011521243666455286
1.0,0.0011521279835248837
1.0,0.001152131600426948
1.0,0.0011521352173517214
1.0,0.0011521388342992044
1.0,0.0011521424512693974
1.0,0.0011521460682623
1.0,0.0011521569193772702
1.0,0.0011521605364610149
1.0,0.0011521677706966378
1.0,0.0011521930912367397
1.0,0.0011521967085476043
1.0,0.001152200325881182
1.0,0.0011522147954426294
1.0,0.0011522184128897764
1.0,0.0011522220303596376
1.0,0.0011522256478522137
1.0,0.0011522292653675047
1.0,0.0011522401180496687
1.0,0.0011522437356558213
1.0,0.0011522509709362746
1.0,0.0011522582063075934
1.0,0.0011522618240273278
1.0,0.0011522654417697792
1.0,0.001152269059534948
1.0,0.0011522799129667597
1.0,0.0011522871487015577
1.0,0.0011522943845272296
1.0,0.0011522980024741439
1.0,0.0011523052384361302
1.0,0.001152312474488995
1.0,0.0011523160925495071
1.0,0.0011523233287386925
1.0,0.0011523341831928763
1.0,0.0011523486561165535
1.0,0.0011523522744042779
1.0,0.0011523558927147245
1.0,0.0011523920770689677
1.0,0.0011523956956293745
1.0,0.0011524137887722868
1.0,0.0011524282636956836
1.0,0.0011524318824833494
1.0,0.0011524463578612856
1.0,0.001152449976762589
1.0,0.0011524572146333805
1.0,0.0011524644525950862
1.0,0.0011524970245478726
1.0,0.001152518740205946
1.0,0.0011525223595618532
1.0,0.0011525332177659698
1.0,0.001152536837212808
1.0,0.0011525585543712433
1.0,0.0011525657936059294
1.0,0.0011525694132573747
1.0,0.0011525730329315553
1.0,0.0011525838920905108
1.0,0.0011525947514540909
1.0,0.001152598371287424
1.0,0.0011526056110223015
1.0,0.0011526092309238462
1.0,0.0011526164707951483
1.0,0.0011526200907649063
1.0,0.0011526237107574026
1.0,0.0011526454311898944
1.0,0.0011526490513415642
1.0,0.0011526526715159738
1.0,0.0011526562917131237
1.0,0.0011526599119330138
1.0,0.0011526635321756446
1.0,0.0011526780133735775
1.0,0.0011526816337299145
1.0,0.0011526888745108138
1.0,0.001152692494935377
1.0,0.0011526961153826825
1.0,0.0011526997358527308
1.0,0.001152703356345522
1.0,0.0011527069768610563
1.0,0.0011527105973993341
1.0,0.0011527178385441206
1.0,0.0011527468040330433
1.0,0.001152754045632727
1.0,0.0011527576664666877
1.0,0.001152764908202849
1.0,0.0011527685291050495
1.0,0.0011527793919481344
1.0,0.0011527974971415648
1.0,0.0011528011182484962
1.0,0.001152808360530606
1.0,0.0011528119817057847
1.0,0.0011528156029037132
1.0,0.0011528192241243914
1.0,0.001152826466633998
1.0,0.0011528337092346064
1.0,0.0011528409519262182
1.0,0.001152859059053399
1.0,0.001152873545164685
1.0,0.0011528807883568464
1.0,0.0011528844099870576
1.0,0.0011528880316400225
1.0,0.0011528916533157414
1.0,0.0011528952750142149
1.0,0.0011529097620356554
1.0,0.0011529170056829069
1.0,0.0011529206275406663
1.0,0.0011529242494211817
1.0,0.0011529314932504815
1.0,0.001152935115199266
1.0,0.001152956847369876
1.0,0.0011529604694779634
1.0,0.0011529640916088091
1.0,0.0011529677137624133
1.0,0.0011529713359387762
1.0,0.0011529749581378984
1.0,0.0011529822026044203
1.0,0.0011529858248718206
1.0,0.0011530184263026438
1.0,0.0011530220487976524
1.0,0.0011530256713154232
1.0,0.0011530292938559561
1.0,0.0011530329164192515
1.0,0.0011530365390053096
1.0,0.0011530401616141306
1.0,0.0011530437842457147
1.0,0.001153047406900062
1.0,0.0011530618977450885
1.0,0.0011530763889543451
1.0,0.0011530800118135717
1.0,0.0011530981264511913
1.0,0.001153101749447014
1.0,0.0011531089955069595
1.0,0.0011531162416579738
1.0,0.0011531234879000585
1.0,0.0011531307342332153
1.0,0.0011531524737791352
1.0,0.0011531597204765974
1.0,0.0011531633438594837
1.0,0.0011531669672651403
1.0,0.0011531705906935676
1.0,0.0011531778376187348
1.0,0.001153185084634987
1.0,0.0011532104499091887
1.0,0.0011532140736108798
1.0,0.0011532358162992756
1.0,0.001153239440160385
1.0,0.0011532430640442694
1.0,0.0011532503118803635
1.0,0.0011532575598075599
1.0,0.001153261183805322
1.0,0.0011533046735550695
1.0,0.0011533082978489387
1.0,0.0011533119221655867
1.0,0.0011533191708672206
1.0,0.0011533227952522068
1.0,0.0011533372930199524
1.0,0.00115334091751884
1.0,0.0011533445420405086
1.0,0.001153348166584958
1.0,0.001153351791152189
1.0,0.0011533554157422015
1.0,0.0011533590403549957
1.0,0.001153362664990572
1.0,0.0011533699143300713
1.0,0.0011533735390339946
1.0,0.0011533807885101904
1.0,0.0011533844132824629
1.0,0.0011533916628953588
1.0,0.0011534025374855825
1.0,0.0011534061623945592
1.0,0.0011534097873263207
1.0,0.0011534170372581988
1.0,0.0011534279123269072
1.0,0.0011534424127375242
1.0,0.0011534460378971453
1.0,0.0011534496630795535
1.0,0.0011534605387635028
1.0,0.0011534641640370618
1.0,0.0011534967925245865
1.0,0.001153500418026037
1.0,0.001153511294667132
1.0,0.0011535185458751496
1.0,0.0011535221715133456
1.0,0.0011535257971743334
1.0,0.0011535330485646844
1.0,0.0011535439258211536
1.0,0.0011535765588214031
1.0,0.0011535838108499743
1.0,0.001153587436898453
1.0,0.0011535983151806622
1.0,0.0011536055674827824
1.0,0.0011536128198760887
1.0,0.0011536164461069375
1.0,0.0011536273249362675
1.0,0.0011536345776031434
1.0,0.0011536382039707787
1.0,0.0011536454567744451
1.0,0.0011536490832104766
1.0,0.0011536527096693073
1.0,0.0011536563361509372
1.0,0.0011536817221607485
1.0,0.0011536998557089282
1.0,0.0011537071092878137
1.0,0.0011537107361114605
1.0,0.00115371436295791
1.0,0.0011537179898271624
1.0,0.0011537288705717403
