mean_predicted_probability,observed_fraction
5.229881816123952e-05,6.274312962730582e-05
9.583688982259272e-05,0.00012548625925461163
0.00017927440598763578,0.00025097251850922326
0.0003095922407188399,0.0005333166018320994
0.0004770777585843485,0.000658802861086711
0.0006985601773550111,0.0012234910277324632
0.000982135394194413,0.0009411469444095871
0.0013478241128519362,0.0015999498054962982
0.001933873356492929,0.0020705232777010916
0.0050560949950559375,0.004046931860961224
